1,5000.01,TRUE,1000,10,FALSE,0.0825,4059.38
2,2000.00,TRUE,1000,10,FALSE,0.0825,1732
3,1250.01,TRUE,1000,10,FALSE,0.0825,1150.17
4,350.00,TRUE,1000,10,FALSE,0.0825,340.99
5,349.99,TRUE,1000,10,FALSE,0.0825,378.86
6,5000.00,TRUE,1000,10,FALSE,0.0825,4330
7,1999.99,TRUE,1000,10,FALSE,0.0825,1840.24
8,1250.00,TRUE,1000,10,FALSE,0.0825,1217.81
9,0.00,TRUE,1000,10,FALSE,0.0825,0
10,20000.00,TRUE,1000,10,FALSE,0.0825,16237.5
11,5000.01,TRUE,0,10,FALSE,0.0825,5412.51
12,5000.01,TRUE,999,11,FALSE,0.0825,4059.38
13,5000.01,TRUE,10000,10,FALSE,0.0825,4059.38
14,5000.01,TRUE,1000,1,FALSE,0.0825,4059.38
15,5000.01,TRUE,1000,50,FALSE,0.0825,4059.38
16,5000.01,FALSE,1000,10,FALSE,0.0825,5412.51
17,5000.01,TRUE,999,10,TRUE,0.0825,4059.38
