1,200.00,TRUE,40.10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9-10-22-23-24-25-26-27,
2,100.10,TRUE,40.10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9-12-13-22-23-24-25-26-27,
3,75.00,TRUE,40.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,9-12-16-17-22-23-24-25-26-27,
4,74.90,TRUE,40.10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,9-12-16-19-22-23-24-25-26-27,
5,50.00,FALSE,40.10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9-12-16-19-22-26,FTTT
6,49.90,TRUE,40.10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9-12-16-19-22-23-26,TFTT
7,50.00,TRUE,40.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9-12-16-19-22-23-24-26,TTFT
8,50.00,TRUE,65.10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9-12-16-19-22-23-24-25-26,TTTF
9,50.00,TRUE,40.10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-,TTTT
10,50.00,TRUE,65.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,tests other TT BV,
11,100.00,TRUE,40.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,tests missing BV from bPath,
12,200.10,TRUE,40.10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,tests missing BV from bPath,
13,0.00,TRUE,65.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Extreme range distance,
14,1000.00,TRUE,65.00,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Extreme range distance,
15,50.00,TRUE,0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Extreme range speed,
16,50.00,TRUE,100.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Extreme range speed,
